A	B	Competition	Cooperation	A_B	dist	A_idx	B_idx	bin	IQ_outlier_comp	IQ_outlier_coop	zscore_comp	zscore_coop	MRCA_level	MRCA_taxa	A_taxa	B_taxa
1940	UMGS637	20298_3_17	0.807142857142857	0.143939393939394	UMGS637_20298_3_17	1.56763	2426	562	112	Positive		2.70802369938773	-0.292386896084038	d	Bacteria	d_Bacteria:p_Firmicutes:c_Clostridia:o_Oscillospirales:f_Ruminococcaceae:g_Negativibacillus:s_Negativibacillus massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter freundii
1941	GCF_001434175.1	20298_2_20	0.810650887573965	0.116129032258065	GCF_001434175.1_20298_2_20	1.57871	1278	511	113	Positive		2.70186210129454	-0.753310323114053	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella variicola
1942	GCF_001434175.1	20298_3_17	0.810650887573965	0.116129032258065	GCF_001434175.1_20298_3_17	1.57989	1278	562	113	Positive		2.70186210129454	-0.753310323114053	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter freundii
1943	UMGS120	GCF_000412335.2	0.81294964028777	0.143939393939394	UMGS120_GCF_000412335.2	1.57216	1550	1152	113	Positive		2.72422902413828	-0.249084604500644	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Rikenellaceae:g_Alistipes_A:s_Alistipes_A sp1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Cedecea:s_Cedecea davisae
1944	UMGS1477	14207_7_65	0.814516129032258	0.0900900900900901	UMGS1477_14207_7_65	1.57455	1799	282	113	Positive		2.73947099978584	-1.22541868606982	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_:s_	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Bacteroidaceae:g_Bacteroides:s_Bacteroides uniformis
1945	UMGS1517	GCF_000156395.1	0.818897637795276	0.140495867768595	UMGS1517_GCF_000156395.1	1.57615	1828	804	113	Positive		2.78210319238884	-0.311518688527711	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia rustigianii
1946	UMGS1517	GCF_000517745.1	0.811023622047244	0.141666666666667	UMGS1517_GCF_000517745.1	1.57309	1828	1183	113	Positive		2.7054888172762	-0.290291099958502	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens_A
1947	UMGS1517	GCF_000517805.1	0.811023622047244	0.141666666666667	UMGS1517_GCF_000517805.1	1.57565	1828	1184	113	Positive		2.7054888172762	-0.290291099958502	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens
1948	UMGS1517	GCF_000527275.1	0.811023622047244	0.141666666666667	UMGS1517_GCF_000527275.1	1.57155	1828	1188	113	Positive		2.7054888172762	-0.290291099958502	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens_A
1949	UMGS1517	GCF_000527315.1	0.811023622047244	0.141666666666667	UMGS1517_GCF_000527315.1	1.57319	1828	1192	113	Positive		2.7054888172762	-0.290291099958502	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Providencia:s_Providencia alcalifaciens
1950	UMGS402	GCF_000238655.1	0.815217391304348	0.112426035502959	UMGS402_GCF_000238655.1	1.57605	2184	1014	113	Positive		2.74629429967315	-0.820448831460745	d	Bacteria	d_Bacteria:p_Actinobacteriota:c_Actinobacteria:o_Actinomycetales:f_Actinomycetaceae:g_Actinomyces_B:s_	d_Bacteria:p_Firmicutes:c_Bacilli:o_Bacillales:f_Bacillaceae_G:g_Bacillus_A:s_Bacillus_A cereus_G
1951	UMGS572	14672_4_1	0.81547619047619	0.154320987654321	UMGS572_14672_4_1	1.57701	2355	318	113	Positive		2.7488124222506	-0.0608574030264576	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Gabonibacter:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1952	UMGS572	GCF_000158415.2	0.81547619047619	0.154320987654321	UMGS572_GCF_000158415.2	1.57709	2355	829	113	Positive		2.7488124222506	-0.0608574030264576	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Gabonibacter:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1953	UMGS572	GCF_000179135.1	0.81547619047619	0.154320987654321	UMGS572_GCF_000179135.1	1.57976	2355	933	113	Positive		2.7488124222506	-0.0608574030264576	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Gabonibacter:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1954	UMGS637	GCF_000010485.1	0.814285714285714	0.136363636363636	UMGS637_GCF_000010485.1	1.57857	2426	742	113	Positive		2.73722905839429	-0.386439589360194	d	Bacteria	d_Bacteria:p_Firmicutes:c_Clostridia:o_Oscillospirales:f_Ruminococcaceae:g_Negativibacillus:s_Negativibacillus massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1955	UMGS637	GCF_000164315.1	0.814285714285714	0.136363636363636	UMGS637_GCF_000164315.1	1.57637	2426	894	113	Positive		2.73722905839429	-0.386439589360194	d	Bacteria	d_Bacteria:p_Firmicutes:c_Clostridia:o_Oscillospirales:f_Ruminococcaceae:g_Negativibacillus:s_Negativibacillus massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1956	14207_7_26	14207_7_46	0.815789473684211	0.0534351145038168	14207_7_26_14207_7_46	1.58505	242	263	114	Positive		2.72082260551082	-1.85923308444502	p	Firmicutes	d_Bacteria:p_Firmicutes:c_Bacilli:o_Erysipelotrichales:f_Erysipelotrichaceae:g_Eubacterium_D:s_Eubacterium_D sp1	d_Bacteria:p_Firmicutes:c_Clostridia:o_Lachnospirales:f_Lachnospiraceae:g_Fusicatenibacter:s_Fusicatenibacter saccharivorans
1957	14207_7_26	21673_4_84	0.828947368421053	0.0802919708029197	14207_7_26_21673_4_84	1.58609	242	703	114	Positive		2.8496490820562	-1.36838297308886	p	Firmicutes	d_Bacteria:p_Firmicutes:c_Bacilli:o_Erysipelotrichales:f_Erysipelotrichaceae:g_Eubacterium_D:s_Eubacterium_D sp1	d_Bacteria:p_Firmicutes:c_Clostridia:o_Lachnospirales:f_Lachnospiraceae:g_Agathobacter:s_Agathobacter faecis
1958	UMGS1517	20298_3_17	0.826771653543307	0.146341463414634	UMGS1517_20298_3_17	1.58672	1828	562	114	Positive		2.82834706624948	-0.161227509976799	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Citrobacter:s_Citrobacter freundii
1959	UMGS572	GCF_000164555.1	0.81547619047619	0.154320987654321	UMGS572_GCF_000164555.1	1.58919	2355	908	114	Positive		2.71775530845021	-0.0153895042921809	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Gabonibacter:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1960	UMGS637	14637_1_53	0.814285714285714	0.136363636363636	UMGS637_14637_1_53	1.58402	2426	313	114	Positive		2.70609957961992	-0.343587554820858	d	Bacteria	d_Bacteria:p_Firmicutes:c_Clostridia:o_Oscillospirales:f_Ruminococcaceae:g_Negativibacillus:s_Negativibacillus massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1961	UMGS637	GCF_000164295.1	0.814285714285714	0.136363636363636	UMGS637_GCF_000164295.1	1.58637	2426	896	114	Positive		2.70609957961992	-0.343587554820858	d	Bacteria	d_Bacteria:p_Firmicutes:c_Clostridia:o_Oscillospirales:f_Ruminococcaceae:g_Negativibacillus:s_Negativibacillus massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1962	UMGS637	GCF_000164435.1	0.814285714285714	0.136363636363636	UMGS637_GCF_000164435.1	1.58311	2426	899	114	Positive		2.70609957961992	-0.343587554820858	d	Bacteria	d_Bacteria:p_Firmicutes:c_Clostridia:o_Oscillospirales:f_Ruminococcaceae:g_Negativibacillus:s_Negativibacillus massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1963	GCF_001434175.1	12718_7_2	0.810650887573965	0.121794871794872	GCF_001434175.1_12718_7_2	1.59289	1278	34	115	Positive		2.75694129966243	-0.672927013539931	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1964	GCF_001434175.1	14637_1_53	0.804733727810651	0.12258064516129	GCF_001434175.1_14637_1_53	1.59628	1278	313	115	Positive		2.69864751202151	-0.658396208887422	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1965	GCF_001434175.1	15841_8_80	0.804733727810651	0.128205128205128	GCF_001434175.1_15841_8_80	1.59394	1278	325	115	Positive		2.69864751202151	-0.554386238743079	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1966	GCF_001434175.1	GCF_000010485.1	0.804733727810651	0.12258064516129	GCF_001434175.1_GCF_000010485.1	1.59083	1278	742	115	Positive		2.69864751202151	-0.658396208887422	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1967	GCF_001434175.1	GCF_000164235.1	0.816568047337278	0.126582278481013	GCF_001434175.1_GCF_000164235.1	1.59234	1278	891	115	Positive		2.81523508730333	-0.584396561476451	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1968	GCF_001434175.1	GCF_000164295.1	0.804733727810651	0.12258064516129	GCF_001434175.1_GCF_000164295.1	1.59863	1278	896	115	Positive		2.69864751202151	-0.658396208887422	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1969	GCF_001434175.1	GCF_000164435.1	0.804733727810651	0.12258064516129	GCF_001434175.1_GCF_000164435.1	1.59537	1278	899	115	Positive		2.69864751202151	-0.658396208887422	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1970	GCF_001434175.1	GCF_000164455.1	0.810650887573965	0.127388535031847	GCF_001434175.1_GCF_000164455.1	1.59267	1278	900	115	Positive		2.75694129966243	-0.56948697438599	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1971	GCF_001434175.1	GCF_000164495.1	0.804733727810651	0.128205128205128	GCF_001434175.1_GCF_000164495.1	1.59246	1278	901	115	Positive		2.69864751202151	-0.554386238743079	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1972	GCF_001434175.1	GCF_000164515.1	0.816568047337278	0.121019108280255	GCF_001434175.1_GCF_000164515.1	1.5923	1278	902	115	Positive		2.81523508730333	-0.687272712400697	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1973	GCF_001434175.1	GCF_000164475.1	0.810650887573965	0.127388535031847	GCF_001434175.1_GCF_000164475.1	1.59258	1278	903	115	Positive		2.75694129966243	-0.56948697438599	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1974	GCF_001434175.1	GCF_000179135.1	0.804733727810651	0.133757961783439	GCF_001434175.1_GCF_000179135.1	1.59141	1278	933	115	Positive		2.69864751202151	-0.451701236371283	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1975	GCF_001434175.1	GCF_000179095.1	0.804733727810651	0.133757961783439	GCF_001434175.1_GCF_000179095.1	1.59344	1278	934	115	Positive		2.69864751202151	-0.451701236371283	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1976	GCF_001434175.1	GCF_000179115.1	0.804733727810651	0.128205128205128	GCF_001434175.1_GCF_000179115.1	1.59149	1278	935	115	Positive		2.69864751202151	-0.554386238743079	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1977	GCF_001434175.1	GCF_000179155.1	0.804733727810651	0.128205128205128	GCF_001434175.1_GCF_000179155.1	1.59251	1278	937	115	Positive		2.69864751202151	-0.554386238743079	d	Bacteria	d_Bacteria:p_Firmicutes:c_Bacilli:o_Lactobacillales:f_Lactobacillaceae:g_Lactobacillus_F:s_Lactobacillus_F plantarum	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1978	GCF_001487125.1	GCF_000164295.1	0.811111111111111	0.165714285714286	GCF_001487125.1_GCF_000164295.1	1.5913	1297	896	115	Positive		2.76147526092338	0.139246637782551	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Gabonibacter:s_Gabonibacter massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1979	GCF_001487125.1	GCF_000164355.1	0.805555555555556	0.161849710982659	GCF_001487125.1_GCF_000164355.1	1.59152	1297	898	115	Positive		2.70674387141609	0.0677815272427521	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Gabonibacter:s_Gabonibacter massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1980	GCF_001487125.1	GCF_000164555.1	0.811111111111111	0.165714285714286	GCF_001487125.1_GCF_000164555.1	1.59351	1297	908	115	Positive		2.76147526092338	0.139246637782551	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Gabonibacter:s_Gabonibacter massiliensis	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1981	UMGS1342	UMGS1196	0.82089552238806	0.126984126984127	UMGS1342_UMGS1196	1.59065	1694	1539	115	Positive		2.85786785736907	-0.576965433942477	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Rikenellaceae:g_:s_	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Pseudomonadales:f_Halomonadaceae:g_Salinicola:s_
1982	UMGS1517	14672_4_1	0.818897637795276	0.147540983606557	UMGS1517_14672_4_1	1.59549	1828	318	115	Positive		2.83818539739818	-0.196820622962392	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1983	UMGS1517	14672_4_2	0.811023622047244	0.148760330578512	UMGS1517_14672_4_2	1.59657	1828	320	115	Positive		2.7606133492776	-0.174272018733319	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1984	UMGS1517	20287_6_7	0.811023622047244	0.148760330578512	UMGS1517_20287_6_7	1.59623	1828	484	115	Positive		2.7606133492776	-0.174272018733319	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1985	UMGS1517	20298_2_45	0.818897637795276	0.147540983606557	UMGS1517_20298_2_45	1.59541	1828	536	115	Positive		2.83818539739818	-0.196820622962392	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1986	UMGS1517	20298_3_73	0.811023622047244	0.148760330578512	UMGS1517_20298_3_73	1.59576	1828	618	115	Positive		2.7606133492776	-0.174272018733319	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1987	UMGS1517	20298_3_77	0.811023622047244	0.148760330578512	UMGS1517_20298_3_77	1.59792	1828	628	115	Positive		2.7606133492776	-0.174272018733319	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1988	UMGS1517	GCF_000010485.1	0.818897637795276	0.147540983606557	UMGS1517_GCF_000010485.1	1.59766	1828	742	115	Positive		2.83818539739818	-0.196820622962392	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1989	UMGS1517	GCF_000158415.2	0.811023622047244	0.155737704918033	UMGS1517_GCF_000158415.2	1.59557	1828	829	115	Positive		2.7606133492776	-0.0452438945336113	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1990	UMGS1517	GCF_000163075.1	0.818897637795276	0.161290322580645	UMGS1517_GCF_000163075.1	1.59054	1828	879	115	Positive		2.83818539739818	0.057437115047162	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Klebsiella:s_Klebsiella variicola
1991	UMGS1517	GCF_000164335.1	0.811023622047244	0.155737704918033	UMGS1517_GCF_000164335.1	1.5968	1828	892	115	Positive		2.7606133492776	-0.0452438945336113	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1992	UMGS1517	GCF_000164315.1	0.818897637795276	0.147540983606557	UMGS1517_GCF_000164315.1	1.59546	1828	894	115	Positive		2.83818539739818	-0.196820622962392	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1993	UMGS1517	GCF_000164495.1	0.818897637795276	0.147540983606557	UMGS1517_GCF_000164495.1	1.59929	1828	901	115	Positive		2.83818539739818	-0.196820622962392	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
1994	UMGS1517	GCF_000164515.1	0.811023622047244	0.148760330578512	UMGS1517_GCF_000164515.1	1.59913	1828	902	115	Positive		2.7606133492776	-0.174272018733319	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1995	UMGS1517	GCF_000164475.1	0.818897637795276	0.147540983606557	UMGS1517_GCF_000164475.1	1.59941	1828	903	115	Positive		2.83818539739818	-0.196820622962392	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1996	UMGS1517	GCF_000179115.1	0.811023622047244	0.155737704918033	UMGS1517_GCF_000179115.1	1.59832	1828	935	115	Positive		2.7606133492776	-0.0452438945336113	d	Bacteria	d_Bacteria:p_Cyanobacteriota:c_Vampirovibrionia:o_Gastranaerophilales:f_Gastranaerophilaceae:g_CAG-196:s_GCA_002102725.1	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_Escherichia coli
1997	12718_7_37	GCF_000164355.1	0.8	0.156462585034014	12718_7_37_GCF_000164355.1	1.60636	48	898	116	Positive		2.70438835094178	-0.0332452927459988	d	Bacteria	d_Bacteria:p_Bacteroidota:c_Bacteroidia:o_Bacteroidales:f_Marinifilaceae:g_Butyricimonas:s_Butyricimonas virosa	d_Bacteria:p_Proteobacteria:c_Gammaproteobacteria:o_Enterobacterales:f_Enterobacteriaceae:g_Escherichia:s_
